city_name,locode,region_name,population,fcm_dependency_pct,fcm_dependency_band,poverty_rate,median_household_income,city_id,country_code,disability_prevalence,electricity_access_rate,employment_agriculture_forestry,employment_construction,employment_electricity_gas,employment_in_transport_and_logistics,employment_manufacturing,employment_mining,employment_water_waste,fixed_internet_household_share,home_ownership,indigenous_identification_rate,literacy_rate,mean_years_schooling,public_transport_share,renter_share,unemployment_rate,total_income_2023_mclp,ipp_percapita_2023_mclp,ipp_share_total_pct_2023,total_income_pc_clp,staff_planta_2023,staff_contrata_2023,total_staff_2023,professionalization_pct_2023,staff_per_1000_2023,prof_staff_abs,p_fcm,p_ipppc,p_ippsh,cofinance_score,p_prof,p_profstaff,p_totinc,anchor_score,composite_score
Pencahue,CL PEN,Maule,9159.0,66.42,high,31.42,648419.0,63szjbc40729cgb1f6t8,CL,11.37,99.5,37.5,7.0,0.49,2.61,8.97,1.71,0.88,28.25,72.87,2.6,91.75,8.92,6.85,8.83,0.0,4981319.0,141.13,24.44,543871.0,43.0,28.0,71.0,33.8,7.75,23.997999999999998,54.14012738853503,71.15384615384616,51.92307692307693,59.1,31.14478114478115,19.865319865319865,15.064102564102564,22.0,40.6
Pinto,CL PIN,Ñuble,12434.0,66.21,high,31.19,803000.0,63mjuyxtb5y13k197745,CL,13.61,99.47,17.24,13.17,0.65,4.34,5.81,1.22,1.06,23.75,67.89,3.74,94.2,9.24,18.17,13.34,7.76,6118385.0,122.83,24.31,492069.0,41.0,27.0,68.0,38.24,5.47,26.0032,54.45859872611465,62.82051282051282,51.28205128205128,56.2,47.474747474747474,28.28282828282828,27.24358974358974,34.3,45.2
Nacimiento,CL NAC,Biobío,26124.0,65.84,high,26.27,747764.0,63k4wzgrpbn9s2cq0nxh,CL,12.96,99.29,9.77,9.79,1.23,7.11,20.32,3.62,0.65,50.72,68.65,6.18,93.37,9.27,17.83,16.18,15.75,9325340.0,91.05,27.35,356964.0,72.0,49.0,121.0,47.93,4.63,57.9953,54.77707006369427,42.628205128205124,58.01282051282052,51.8,80.47138047138047,70.70707070707071,46.47435897435898,65.9,58.8
Penco,CL PEO,Biobío,48866.0,65.76,high,19.48,916173.0,63knunk0sp9z69201d12,CL,14.33,99.88,3.02,10.57,0.91,11.04,9.03,1.56,0.77,71.74,67.0,7.18,95.54,10.11,56.5,15.34,9.54,14562429.0,80.01,27.54,298007.0,89.0,101.0,190.0,47.89,3.89,90.991,55.095541401273884,32.05128205128205,58.97435897435898,48.7,80.13468013468014,82.49158249158249,64.1025641025641,75.6,62.2
Santa María,CL SMA,Valparaíso,15120.0,65.59,high,27.94,784319.0,66jy11xtcvbykxw01121,CL,12.24,99.62,30.42,5.42,0.62,5.63,4.47,4.78,0.69,45.77,70.93,5.45,95.06,9.43,9.38,12.97,11.7,7270259.0,96.78,22.4,480837.0,58.0,72.0,130.0,26.15,8.6,33.995000000000005,55.4140127388535,46.15384615384615,44.871794871794876,48.8,4.713804713804714,43.43434343434344,35.256410256410255,27.8,38.3
Pemuco,CL PEM,Ñuble,8913.0,65.35,high,36.75,651627.0,63kv853yygtwn511h02m,CL,15.65,98.41,24.76,10.61,1.1,4.27,9.99,2.13,1.86,18.21,72.55,3.52,92.56,8.69,3.08,9.93,7.97,4424605.0,148.98,28.96,496422.0,30.0,31.0,61.0,50.82,6.84,31.0002,55.73248407643312,73.71794871794873,62.5,64.0,84.84848484848484,38.04713804713805,10.576923076923077,44.5,54.2
La Ligua,CL LIG,Valparaíso,39203.0,65.2,high,26.81,864167.0,66jrfnnj7kgrdwu0z618,CL,12.51,99.34,8.46,12.13,1.41,5.02,7.45,5.03,1.03,44.01,70.86,7.21,95.19,9.64,21.12,15.47,10.95,12040162.0,90.07,28.62,307123.0,66.0,60.0,126.0,42.86,3.21,54.0036,56.05095541401274,41.66666666666667,61.53846153846154,53.1,66.16161616161617,67.003367003367,57.37179487179487,63.5,58.3
Ovalle,CL OVL,Coquimbo,117799.0,65.17,high,27.71,908497.0,66t1x0h72be9eh8y6x48,CL,11.56,99.3,14.76,7.13,0.92,5.66,4.38,10.36,0.93,49.95,66.71,15.37,95.46,9.56,30.69,19.38,9.76,33396561.0,79.9,29.6,283505.0,128.0,99.0,227.0,35.24,1.93,79.99480000000001,56.36942675159236,31.08974358974359,64.74358974358975,50.7,37.37373737373738,79.7979797979798,84.61538461538461,67.3,59.0
Calera,CL LCL,Valparaíso,50451.0,64.5,high,26.8,894606.0,66jmky41b587tbq5wdtp,CL,12.78,99.73,6.75,8.77,1.38,6.18,10.08,8.52,0.86,62.79,62.83,4.78,95.58,9.82,28.44,20.71,16.47,15636415.0,79.92,27.53,309933.0,105.0,78.0,183.0,27.87,3.63,51.0021,56.68789808917197,31.570512820512818,58.65384615384615,49.0,8.417508417508419,65.993265993266,67.62820512820514,47.3,48.2
Quellón,CL PTE,Los Lagos,28386.0,64.32,high,28.9,846144.0,6276s0wd4n20k7ye0tw3,CL,12.01,98.92,27.03,4.78,0.64,6.3,16.07,0.21,0.51,30.42,65.26,44.57,94.14,8.7,15.71,26.53,7.2,19586702.0,84.7,12.95,690013.0,80.0,20.0,100.0,48.0,3.52,48.0,57.00636942675159,36.53846153846153,20.192307692307693,37.9,80.8080808080808,63.97306397306397,74.67948717948718,73.2,55.6
Chillán Viejo,CL CHV,Ñuble,32611.0,64.3,high,24.71,791917.0,63kxm4d75e24u0dz4z59,CL,14.76,99.57,6.24,9.84,1.56,8.28,9.25,1.36,1.25,56.11,67.58,4.97,94.92,9.95,41.72,20.07,8.92,10694189.0,87.09,28.65,327932.0,34.0,75.0,109.0,67.89,3.34,74.0001,57.324840764331206,39.1025641025641,61.858974358974365,52.8,96.96969696969697,76.76767676767676,52.88461538461539,75.5,64.2
Limache,CL LIM,Valparaíso,55481.0,64.16,high,23.43,1014190.0,66jk44bg75jknnfmwd0s,CL,11.93,99.5,9.07,8.9,1.12,7.1,6.77,3.0,1.13,59.33,67.53,4.31,96.16,10.31,42.64,17.95,7.9,14636381.0,78.28,27.43,263809.0,63.0,6.0,69.0,47.83,1.24,33.0027,57.64331210191082,29.48717948717949,58.333333333333336,48.5,79.7979797979798,42.42424242424242,64.74358974358975,62.3,55.4
Tocopilla,CL TOQ,Antofagasta,24583.0,63.28,high,37.97,765404.0,6kn4ydqmr0tb272npbx6,CL,12.53,99.26,5.55,8.44,3.88,6.62,6.28,14.72,1.4,68.28,58.71,8.01,96.04,9.59,32.74,21.75,9.58,8827960.0,101.49,32.57,359108.0,46.0,95.0,141.0,21.28,5.74,30.004800000000003,57.961783439490446,49.03846153846153,68.26923076923077,58.4,1.3468013468013467,36.02693602693603,44.55128205128205,27.3,42.8
Maipú,CL MAI,Metropolitana de Santiago,501786.0,62.94,high,14.55,1263334.0,66j9ksnp2t8h4nkwvefe,CL,9.6,99.92,0.52,6.21,1.0,10.11,9.3,1.51,0.69,81.54,71.31,7.77,97.19,11.04,53.0,21.62,9.73,166098706.0,68.07,24.03,331015.0,476.0,317.0,793.0,21.56,1.58,170.9708,58.28025477707006,19.871794871794872,50.96153846153846,43.0,2.0202020202020203,91.58249158249158,99.35897435897436,64.3,53.6
Futrono,CL FUT,Los Ríos,15633.0,62.86,high,29.09,813602.0,62ueybxh707z1jwhd6xn,CL,11.85,98.69,14.98,15.15,1.27,5.03,7.78,0.74,0.85,33.84,66.81,32.93,93.25,8.72,10.67,14.32,8.09,7479757.0,128.08,26.05,478459.0,49.0,32.0,81.0,39.51,5.18,32.0031,58.59872611464968,65.38461538461539,55.769230769230774,59.9,53.535353535353536,40.74074074074074,38.141025641025635,44.1,52.0
Río Verde,CL RVE,Magallanes y de la Antártica Chilena,102.0,62.84,high,0.0,1591538.0,4qs7r5uwc08rrey6sz3s,CL,7.07,98.41,75.31,1.23,0.0,0.0,1.23,0.0,0.0,14.29,7.94,18.63,90.91,9.41,0.0,1.59,0.0,3213851.0,4847.82,30.92,31508343.0,21.0,14.0,35.0,51.43,343.14,18.0005,58.917197452229296,100.0,66.02564102564102,75.0,86.7003367003367,9.595959595959595,3.205128205128205,33.2,54.1
Chiguayante,CL CHI,Biobío,85577.0,62.22,high,21.74,1043695.0,63kn4drjrgkqehqfdn34,CL,12.14,99.91,1.43,11.12,1.18,5.98,8.45,2.07,0.76,82.06,69.83,7.45,96.66,11.06,48.34,17.64,7.35,25089170.0,79.89,29.23,293177.0,105.0,99.0,204.0,43.14,2.38,88.0056,59.23566878980891,30.76923076923077,63.46153846153846,51.2,67.003367003367,81.48148148148148,80.44871794871796,76.3,63.8
La Unión,CL LUN,Los Ríos,38724.0,62.0,high,28.99,796088.0,62ggmc6y7jxnr3smfypu,CL,12.42,99.27,17.85,8.61,1.22,6.73,12.24,0.73,0.79,44.62,68.38,26.01,94.76,9.5,27.22,14.38,8.38,12833791.0,98.01,30.3,331417.0,,,,,,,59.554140127388536,47.756410256410255,65.38461538461539,57.6,,,60.89743589743589,60.9,59.2
Nogales,CL NOG,Valparaíso,22095.0,61.93,high,24.51,877736.0,66jqh2ejghmswe1qmxe9,CL,12.55,99.59,14.4,8.56,1.25,7.53,8.54,16.24,0.87,49.28,66.41,4.72,94.52,9.44,33.02,14.02,5.77,8087321.0,96.28,28.12,366025.0,49.0,41.0,90.0,30.0,4.07,27.0,59.87261146496815,45.83333333333333,60.256410256410255,55.3,14.814814814814813,29.292929292929294,41.34615384615385,28.5,41.9
Calbuco,CL CBC,Los Lagos,36437.0,61.86,high,24.75,897477.0,62efwksf70pn6kdjbn1j,CL,11.98,98.94,27.96,6.55,0.66,7.75,15.85,0.37,0.8,27.44,77.24,32.23,93.22,8.7,16.14,12.42,10.7,10734848.0,95.51,33.3,294614.0,60.0,48.0,108.0,24.07,2.96,25.9956,60.19108280254777,44.871794871794876,71.15384615384616,58.7,3.0303030303030303,25.252525252525253,53.84615384615385,27.4,43.0
Collipulli,CL CPI,La Araucanía,24162.0,61.85,high,31.86,803023.0,63hxwv8b2cguvk60pg6e,CL,16.58,98.16,21.69,9.18,1.19,5.87,8.7,1.8,0.88,36.04,72.58,28.3,92.74,8.61,15.12,12.95,2.84,10464497.0,111.95,28.32,433097.0,44.0,29.0,73.0,42.47,3.02,31.003099999999996,60.509554140127385,55.44871794871795,60.89743589743589,59.0,64.64646464646465,38.38383838383838,52.243589743589745,51.8,55.4
Petorca,CL PET,Valparaíso,10127.0,61.83,high,24.14,722196.0,66m8g7fj4f49jwc251uh,CL,13.97,99.07,10.9,8.23,0.6,5.37,4.58,18.39,1.66,19.5,73.23,7.87,93.94,9.28,14.96,12.37,4.53,6814067.0,162.28,25.28,672861.0,38.0,31.0,69.0,28.99,6.81,20.0031,60.828025477707,77.24358974358975,54.48717948717948,64.2,10.774410774410773,13.804713804713806,31.41025641025641,18.7,41.4
Aysén,CL PSN,Aysén del General Carlos Ibáñez del Campo,22825.0,61.65,high,19.9,1066954.0,4rgd3hnf5put0c9bdx7y,CL,10.93,99.61,16.08,7.07,0.69,8.11,8.49,1.15,0.9,47.51,63.45,35.07,95.17,9.55,7.19,24.53,6.12,11681203.0,143.88,31.02,511772.0,86.0,52.0,138.0,42.75,6.05,58.995,61.146496815286625,72.43589743589743,66.34615384615384,66.6,65.65656565656566,71.38047138047138,57.05128205128205,64.7,65.6
Purranque,CL PRQ,Los Lagos,19526.0,61.38,high,19.54,861861.0,62ez07ymg23eu17df8nf,CL,14.18,99.37,24.8,9.46,0.68,5.95,10.71,0.28,0.53,45.3,60.5,29.31,94.61,8.97,17.51,14.99,11.97,7169680.0,105.18,30.81,367186.0,58.0,26.0,84.0,36.9,4.3,30.996,61.46496815286624,50.641025641025635,65.7051282051282,59.3,43.43434343434344,36.36363636363637,34.93589743589743,38.2,48.8
Nancagua,CL NCG,Libertador General Bernardo O'Higgins,18684.0,61.27,high,19.86,850904.0,63v6gbzx74vj40jk93eb,CL,12.18,99.65,33.16,6.61,0.76,4.18,9.51,0.81,0.71,45.22,70.74,3.61,93.68,9.09,11.02,15.39,6.24,7416091.0,110.47,29.18,396922.0,51.0,27.0,78.0,44.87,4.17,34.998599999999996,61.78343949044586,54.807692307692314,63.141025641025635,59.9,73.4006734006734,45.79124579124579,37.5,52.2,56.0
Chonchi,CL CHO,Los Lagos,16072.0,61.23,high,18.79,872868.0,627mjwj2n2gpz15dqjef,CL,11.63,98.73,20.27,8.21,0.95,5.91,17.97,0.41,0.78,20.78,71.95,36.82,94.87,9.1,11.59,17.08,7.08,13372410.0,133.65,16.2,832031.0,40.0,30.0,70.0,38.57,4.36,26.999,62.101910828025474,68.26923076923077,28.525641025641026,53.0,49.32659932659932,28.78787878787879,62.82051282051282,47.0,50.0
San Felipe,CL SFP,Valparaíso,79677.0,60.98,high,18.41,940000.0,66jtvbx0zn2dvggn1jj1,CL,11.89,99.13,17.0,5.74,0.83,5.63,6.32,5.08,0.9,60.11,59.77,5.11,95.78,10.14,26.35,28.58,9.46,20729592.0,78.05,32.4,260170.0,157.0,32.0,189.0,30.16,2.37,57.002399999999994,62.42038216560509,28.525641025641026,67.94871794871796,53.0,15.656565656565657,69.36026936026936,76.28205128205127,53.8,53.4
Quilpué,CL QIL,Valparaíso,161636.0,60.96,high,17.45,1085984.0,66j76tdr8s507wkrtr5b,CL,10.85,99.33,0.95,8.96,1.37,7.62,6.98,2.89,0.84,74.74,62.68,4.93,97.04,11.25,46.36,24.82,12.79,59038673.0,69.71,20.32,365257.0,266.0,161.0,427.0,35.83,2.64,152.9941,62.738853503184714,22.435897435897438,37.82051282051282,41.0,39.73063973063973,89.8989898989899,91.34615384615384,73.7,57.4
Rengo,CL RGO,Libertador General Bernardo O'Higgins,63204.0,60.39,high,15.63,1075457.0,63veyz8pnj543405xvvj,CL,11.93,99.67,21.46,6.19,0.91,5.45,12.21,2.55,0.94,57.88,68.15,5.99,94.76,9.48,18.19,18.8,6.84,16843049.0,88.09,34.16,266487.0,,,,,,,63.05732484076433,40.38461538461539,73.07692307692307,58.8,,,70.1923076923077,70.2,64.5
Peñaflor,CL PFL,Metropolitana de Santiago,93931.0,60.23,high,17.86,1233000.0,66j8fc2c9wrr5k0b3mw8,CL,10.39,99.85,2.03,6.94,1.15,8.77,14.83,1.57,1.04,71.67,68.33,6.69,95.85,10.32,39.66,19.3,10.25,21711693.0,66.6,32.36,231145.0,108.0,128.0,236.0,48.31,2.51,114.0116,63.375796178343954,19.230769230769234,67.62820512820514,50.1,82.15488215488216,86.53198653198653,78.52564102564102,82.4,66.2
Vallenar,CL VLR,Atacama,53705.0,59.75,high,29.45,838845.0,66vv36kqswn3fm5ehbyb,CL,11.21,98.95,3.24,8.86,1.67,7.06,5.82,16.67,0.88,55.97,66.23,31.07,95.34,9.67,33.46,15.8,9.68,16093363.0,93.49,33.31,299662.0,92.0,49.0,141.0,35.46,2.63,49.9986,63.69426751592357,42.94871794871795,71.47435897435898,59.4,37.71043771043771,65.65656565656566,68.58974358974359,57.3,58.4
San Nicolás,CL SNI,Ñuble,15082.0,59.1,high,32.68,650000.0,63s8krhfg1trvu3x7vev,CL,16.68,99.01,20.41,11.53,1.43,5.88,8.27,2.1,1.26,29.67,74.93,4.84,92.32,8.88,18.83,9.49,8.25,7311720.0,159.88,27.14,484798.0,33.0,35.0,68.0,41.18,4.51,28.0024,64.01273885350318,76.28205128205127,57.37179487179487,65.9,60.77441077441077,30.63973063973064,35.8974358974359,42.4,54.2
La Cruz,CL LCZ,Valparaíso,24915.0,58.89,high,28.49,982702.0,66jm6bkkx3ceurvr4f2y,CL,9.35,99.92,12.45,6.34,1.41,4.92,6.4,9.9,0.95,74.28,68.08,4.86,96.31,10.75,22.7,19.34,5.41,7733419.0,85.78,30.26,310392.0,43.0,41.0,84.0,35.71,3.37,29.9964,64.3312101910828,37.5,65.06410256410257,55.6,39.225589225589225,34.34343434343434,39.743589743589745,37.8,46.7
Hijuelas,CL HIJ,Valparaíso,19279.0,58.54,high,33.28,982887.0,66jmn8264spyyxcc2vqt,CL,11.42,99.49,31.5,5.71,0.66,6.06,5.93,5.45,0.97,37.98,67.82,4.87,94.1,9.22,12.99,11.89,6.12,6706572.0,113.08,32.69,347869.0,48.0,29.0,77.0,33.77,3.99,26.002900000000004,64.64968152866243,55.92948717948718,68.58974358974359,63.1,30.47138047138047,27.77777777777778,30.448717948717945,29.6,46.4
Coyhaique,CL CXQ,Aysén del General Carlos Ibáñez del Campo,57136.0,58.1,high,14.95,1198588.0,4ruucg0btuy0kb7ue82m,CL,10.68,99.64,6.4,9.7,1.23,6.21,4.9,0.68,0.76,53.68,60.22,25.86,95.57,10.16,14.72,28.13,5.63,21520617.0,119.21,34.28,376656.0,103.0,63.0,166.0,53.61,2.91,88.99260000000001,64.96815286624204,60.256410256410255,73.3974358974359,66.2,89.8989898989899,81.81818181818183,78.2051282051282,83.3,74.8
Porvenir,CL PVR,Magallanes y de la Antártica Chilena,6673.0,58.09,high,9.66,1300000.0,4qw8tnz0yjm7b3z9nbuy,CL,8.8,99.52,15.83,5.41,0.7,7.54,22.58,0.93,0.7,66.23,54.6,26.28,96.16,9.88,4.76,30.62,5.85,5307629.0,233.05,33.24,795389.0,48.0,25.0,73.0,39.73,10.94,29.0029,65.28662420382166,86.53846153846155,70.83333333333334,74.2,55.387205387205384,33.670033670033675,18.58974358974359,35.9,55.0
Los Andes,CL LIB,Valparaíso,62524.0,57.26,high,21.28,1040411.0,66nh996wbwbr6pnvcwp2,CL,10.95,99.84,3.93,6.64,1.29,8.03,5.59,14.22,0.67,71.98,63.37,4.92,96.5,10.5,23.43,27.73,11.64,18202431.0,93.79,35.44,291127.0,117.0,102.0,219.0,35.16,3.5,77.0004,65.60509554140128,43.58974358974359,75.96153846153845,61.7,37.03703703703704,77.77777777777779,71.47435897435898,62.1,61.9
Quillota,CL QTA,Valparaíso,95383.0,56.99,high,25.83,874897.0,66jkf1uguxdyq3feg4ny,CL,11.6,99.8,10.45,8.23,1.39,6.01,6.61,5.39,0.94,66.69,64.46,4.75,96.1,10.34,36.37,23.29,6.22,24860011.0,87.76,35.37,260634.0,127.0,160.0,287.0,39.72,3.01,113.9964,65.92356687898089,40.06410256410257,75.64102564102564,60.5,54.882154882154886,86.19528619528619,80.12820512820514,73.7,67.1
Valdivia,CL ZAL,Los Ríos,166958.0,56.98,high,15.47,1088166.0,62gvqzr8df70vknj13re,CL,10.84,99.73,3.43,7.86,0.94,5.47,8.64,0.4,0.68,71.91,59.22,16.34,96.45,11.01,33.1,28.21,8.15,54497643.0,109.41,36.31,326415.0,372.0,273.0,645.0,41.09,3.86,265.0305,66.2420382165605,53.205128205128204,77.56410256410257,65.7,59.93265993265994,96.63299663299664,90.06410256410257,82.2,74.0
Palmilla,CL PMA,Libertador General Bernardo O'Higgins,13056.0,56.55,high,22.06,879026.0,63v7866611k36m2qmt1e,CL,15.8,99.68,39.78,6.72,0.73,5.02,7.51,0.86,1.09,41.94,77.54,4.9,93.23,8.89,19.26,8.35,5.52,5515778.0,131.08,32.16,422471.0,47.0,38.0,85.0,41.18,6.51,35.003,66.56050955414014,66.98717948717949,67.3076923076923,67.0,60.77441077441077,46.96969696969697,21.474358974358974,43.1,55.0
Olivar,CL OLI,Libertador General Bernardo O'Higgins,13880.0,56.51,high,22.28,990736.0,63vtkkjb56bbsr4zqqge,CL,11.37,99.78,20.24,7.31,0.9,6.67,9.0,8.16,1.28,51.04,63.36,6.09,95.12,9.68,12.88,16.82,3.5,5676110.0,120.95,31.79,408942.0,43.0,16.0,59.0,42.37,4.25,24.998299999999997,66.87898089171975,60.89743589743589,66.98717948717949,64.9,64.14141414141415,23.063973063973066,23.397435897435898,36.9,50.9
Talagante,CL TLG,Metropolitana de Santiago,75800.0,56.24,high,28.89,1220000.0,66j86srs0jxdrumuxx93,CL,9.99,99.77,4.35,7.26,1.02,7.5,14.73,1.24,0.96,68.17,67.22,6.16,95.78,10.15,33.36,19.59,5.48,18335731.0,75.22,34.73,241896.0,126.0,88.0,214.0,26.17,2.82,56.00380000000001,67.19745222929936,26.282051282051285,74.03846153846155,55.8,5.05050505050505,68.68686868686868,71.7948717948718,48.5,52.2
Peralillo,CL PER,Libertador General Bernardo O'Higgins,12492.0,56.2,high,20.57,731484.0,63v5vj9sy51mk0745d2m,CL,15.56,99.59,27.84,9.09,1.16,3.5,13.34,0.7,0.83,38.88,72.84,3.67,92.96,9.2,12.82,14.05,14.2,6158865.0,144.43,28.37,493025.0,46.0,14.0,60.0,40.0,4.8,24.0,67.51592356687898,72.75641025641025,61.21794871794872,67.2,56.22895622895623,20.53872053872054,27.564102564102566,34.8,51.0
Puerto Octay,CL POC,Los Lagos,8856.0,55.74,high,26.68,735001.0,62sr5urhpvqdqt1f4rqs,CL,13.76,99.3,39.98,8.98,0.78,3.73,5.73,0.36,0.64,22.34,58.54,35.52,94.4,8.88,24.35,9.26,8.35,5730024.0,176.34,27.97,647022.0,35.0,24.0,59.0,35.59,6.66,20.998100000000004,67.8343949044586,79.8076923076923,59.294871794871796,69.0,38.38383838383838,14.47811447811448,24.03846153846154,25.6,47.3
Puyehue,CL CSA,Los Lagos,11702.0,55.65,high,21.15,835918.0,62u82f5ujqp32uu6s8gk,CL,12.79,99.47,29.49,12.19,1.96,4.89,5.45,0.71,0.49,22.41,65.26,32.63,94.15,8.95,13.83,9.67,15.17,,,,,,,,,,,68.15286624203821,,,68.2,,,,,68.2
Arica,CL ARI,Arica y Parinacota,236109.0,55.63,high,24.21,1049458.0,6kwnxdr3p6w5p79cnk5e,CL,10.18,99.14,7.49,8.02,0.69,8.72,5.33,6.34,0.68,69.81,53.47,35.85,96.41,10.36,25.94,26.31,9.83,59040310.0,88.68,38.33,250055.0,401.0,409.0,810.0,23.09,3.43,187.029,68.47133757961784,40.705128205128204,78.84615384615384,62.7,2.356902356902357,92.92929292929293,91.66666666666666,62.3,62.5
El Monte,CL ELM,Metropolitana de Santiago,37292.0,54.94,high,17.42,1040611.0,66j2rwfyqke82gyw05xt,CL,12.29,99.71,12.11,7.77,0.87,7.26,15.68,1.2,0.89,58.18,67.13,8.1,94.44,9.42,23.68,17.14,7.25,10723209.0,87.55,34.06,287547.0,64.0,64.0,128.0,34.38,3.43,44.006400000000006,68.78980891719746,39.743589743589745,72.75641025641025,60.4,34.34343434343434,59.93265993265994,53.52564102564102,49.3,54.8
Llanquihue,CL LIA,Los Lagos,18070.0,54.85,high,21.71,1093112.0,62evrufjce1p5xefzdkt,CL,10.63,99.7,11.08,10.03,0.88,6.9,15.97,0.43,0.61,61.17,66.95,30.27,94.54,9.56,37.17,16.39,9.6,6433863.0,120.34,35.18,356052.0,45.0,73.0,118.0,31.36,6.53,37.004799999999996,69.10828025477707,60.57692307692307,75.32051282051282,68.3,20.53872053872054,50.16835016835017,28.846153846153843,33.2,50.8
Teno,CL TEN,Maule,30087.0,54.5,high,24.49,787497.0,63v3xbg6n1jek5zbyegf,CL,12.71,99.35,35.69,7.69,0.82,6.43,8.67,1.18,0.83,31.73,72.53,4.31,92.21,8.66,2.28,9.9,2.75,9118550.0,106.75,37.04,303073.0,60.0,41.0,101.0,39.6,3.36,39.996,69.42675159235668,51.60256410256411,78.2051282051282,66.4,53.87205387205387,52.861952861952865,45.51282051282051,50.7,58.6
Panquehue,CL PQH,Valparaíso,7266.0,54.24,high,17.26,814214.0,66jtkq062r5knthytdbs,CL,10.05,99.75,35.85,5.88,0.7,5.21,5.17,4.51,0.74,40.03,69.64,3.7,95.03,9.28,22.62,11.59,7.54,4741493.0,213.79,35.14,652559.0,36.0,37.0,73.0,45.21,10.05,33.0033,69.7452229299363,84.2948717948718,75.0,76.3,74.41077441077442,43.09764309764309,12.179487179487179,43.2,59.8
Olmué,CL OLM,Valparaíso,19775.0,54.15,high,21.06,887572.0,66jkjf4cr1enyscjj2c0,CL,12.58,98.22,8.06,11.34,1.12,6.62,5.91,2.57,1.29,39.79,69.68,3.97,94.88,10.0,26.05,10.68,8.98,7316615.0,129.94,35.54,369993.0,38.0,34.0,72.0,31.94,3.64,22.9968,70.06369426751593,66.34615384615384,76.28205128205127,70.9,22.895622895622896,17.17171717171717,36.217948717948715,25.4,48.2
Los Angeles,CL LSQ,Biobío,218386.0,52.93,high,23.68,856510.0,63ke4nhtpmy48ey7r5rn,CL,11.94,99.67,8.35,9.48,1.58,6.84,10.54,1.65,0.73,55.55,68.24,5.37,94.73,9.94,29.82,20.26,9.71,54624654.0,97.42,39.7,250129.0,377.0,212.0,589.0,28.01,2.7,164.9789,70.38216560509554,47.11538461538461,79.48717948717949,65.7,8.754208754208754,90.9090909090909,90.38461538461539,63.3,64.5
Coronel,CL CNL,Biobío,123412.0,52.9,high,23.78,946421.0,637vrzp9ms5wwpk2cvdp,CL,13.51,99.8,7.39,10.16,1.18,8.17,12.92,2.76,0.89,76.55,76.05,9.04,95.12,9.86,42.06,14.11,8.62,43594901.0,113.8,33.48,353247.0,130.0,209.0,339.0,31.27,2.75,106.00529999999999,70.70063694267516,57.05128205128205,72.11538461538461,66.6,19.865319865319865,85.52188552188552,86.53846153846155,64.0,65.3
Lautaro,CL LAU,La Araucanía,41695.0,52.4,high,23.53,824750.0,63hsep2tqxt1bwzy3uph,CL,12.5,98.51,9.73,9.08,1.56,7.44,13.89,1.17,0.86,47.76,74.07,40.34,94.12,9.33,27.15,13.65,10.76,18089713.0,128.14,29.49,433858.0,86.0,56.0,142.0,33.8,3.41,47.995999999999995,71.01910828025478,65.7051282051282,64.26282051282051,67.0,31.14478114478115,63.63636363636363,71.15384615384616,55.3,61.2
Chañaral,CL CNR,Atacama,12168.0,51.08,high,26.04,999000.0,67mczqvm7r9unt4nq88b,CL,10.68,99.19,4.54,6.71,0.63,7.23,4.92,23.38,0.9,17.64,67.32,16.01,95.46,9.47,15.33,14.65,12.57,6992945.0,206.56,38.58,574700.0,72.0,42.0,114.0,28.95,9.37,33.003,71.3375796178344,83.33333333333334,79.16666666666666,77.9,10.437710437710438,42.76094276094276,33.33333333333333,28.8,53.4
San Antonio,CL SAI,Valparaíso,95520.0,51.06,high,20.68,950000.0,66j0mprpsnq25eygfj2u,CL,13.73,99.73,4.66,7.6,0.73,18.96,6.5,0.97,0.9,57.19,67.04,8.28,95.74,9.88,39.84,16.13,8.36,27756332.0,116.16,41.08,290581.0,161.0,170.0,331.0,61.63,3.47,203.99530000000001,71.65605095541402,58.65384615384615,81.41025641025641,70.6,95.45454545454545,94.27609427609428,81.73076923076923,90.5,80.6
Valparaíso,CL VAP,Valparaíso,280357.0,50.82,high,22.76,934167.0,66j5e2fj8w9x952px7f3,CL,12.29,99.69,0.84,7.68,1.14,9.54,6.53,1.69,0.88,69.97,52.3,5.24,96.75,10.94,54.4,30.93,11.56,116336429.0,99.01,27.21,414958.0,304.0,238.0,542.0,49.63,1.93,268.9946,71.97452229299363,48.3974358974359,57.692307692307686,59.4,83.16498316498317,97.3063973063973,96.47435897435898,92.3,75.8
Natales,CL CVJ,Magallanes y de la Antártica Chilena,23878.0,50.69,high,18.47,1116667.0,4qgrucqzbzr6tr9z1mqq,CL,10.41,99.87,12.4,8.46,0.7,8.57,7.16,0.52,0.59,72.49,64.5,28.24,96.32,10.12,16.4,25.86,3.16,16098571.0,194.17,29.49,674201.0,41.0,34.0,75.0,45.33,3.14,33.997499999999995,72.29299363057325,82.37179487179486,64.26282051282051,73.0,75.08417508417509,44.78114478114478,68.91025641025641,62.9,68.0
